level;character;pinyin
hsk2;特点;tèdiǎn
hsk2;疼;téng
hsk2;提;tí
hsk2;提出;tí chū
hsk2;提到;tí dào
hsk2;提高;tígāo
hsk2;题;tí
hsk2;体育;tǐyù
hsk2;体育场;tǐ yù chǎng
hsk2;体育馆;tǐ yù guǎn
hsk2;天上;tiān shàng
hsk2;条;tiáo
hsk2;条件;tiáojiàn
hsk2;听讲;tīng jiǎng
hsk2;听说;tīng shuō
hsk2;停;tíng
hsk2;停车;tíng chē
hsk2;停车场;tíng chē chǎng
hsk2;挺;tǐng
hsk2;挺好;tǐng hǎo
hsk2;通;tōng
hsk2;通过;tōngguò
hsk2;通知;tōngzhī
hsk2;同时;tóngshí
hsk2;同事;tóngshì
hsk2;同样;tóng yàng
hsk2;头;tóu
hsk2;头;tóu
hsk2;头发;tóufa
hsk2;图片;tú piàn
hsk2;推;tuī
hsk2;腿;tuǐ
hsk2;外地;wài dì
hsk2;外卖;wài mài
hsk2;完;wán
hsk2;完成;wánchéng
hsk2;完全;wánquán
hsk2;晚安;wǎn ān
hsk2;晚报;wǎn bào
hsk2;晚餐;wǎn cān
hsk2;晚会;wǎn huì
hsk2;碗;wǎn
hsk2;万;wàn
hsk2;网;wǎng
hsk2;网球;wǎngqiú
hsk2;网站;wǎngzhàn
hsk2;往;wǎng
hsk2;为;wèi
hsk2;为什么;wèishénme
hsk2;位;wèi
hsk2;味道;wèidào
hsk2;喂;wèi
hsk2;温度;wēndù
hsk2;闻;wén
hsk2;问路;wèn lù
hsk2;问题;wèntí
hsk2;午餐;wǔ cān
hsk2;午睡;wǔ shuì
hsk2;西北;xī běi
hsk2;西餐;xī cān
hsk2;西方;xī fāng
hsk2;西南;xī nán
hsk2;西医;xī yī
hsk2;习惯;xíguàn
hsk2;洗衣机;xǐ yī jī
hsk2;洗澡;xǐzǎo
hsk2;下;xià
hsk2;下雪;xià xuě
hsk2;下周;xià zhōu
hsk2;夏天;xià tiān
hsk2;相同;xiāngtóng
hsk2;相信;xiāngxìn
hsk2;响;xiǎng
hsk2;想到;xiǎng dào
hsk2;想法;xiǎng fǎ
hsk2;想起;xiǎng qǐ
hsk2;向;xiàng
hsk2;相机;xiàng jī
hsk2;像;xiàng
hsk2;小;xiǎo （ xiǎo wáng ）
hsk2;小声;xiǎo shēng
hsk2;小时候;xiǎo shí hou
hsk2;小说;xiǎoshuō
hsk2;小心;xiǎoxīn
hsk2;小组;xiǎo zǔ
hsk2;校园;xiào yuán
hsk2;校长;xiàozhǎng
hsk2;笑话;xiàohua
hsk2;笑话儿;xiào huàr
hsk2;鞋;xié
hsk2;心里;xīn lǐ
hsk2;心情;xīnqíng
hsk2;心中;xīn zhōng
hsk2;新闻;xīnwén
hsk2;信;xìn
hsk2;信号;xìnhào
hsk2;信息;xìnxī
hsk2;信心;xìnxīn
hsk2;信用卡;xìnyòngkǎ
hsk2;星星;xīng xing
hsk2;行动;xíngdòng
hsk2;行人;xíngrén
hsk2;行为;xíngwéi
hsk2;姓;xìng
hsk2;姓名;xìng míng
hsk2;休假;xiū jià
hsk2;许多;xǔduō
hsk2;选;xuǎn
hsk2;学期;xuéqī
hsk2;雪;xuě
hsk2;颜色;yánsè
hsk2;眼;yǎn
hsk2;眼睛;yǎnjing
hsk2;养;yǎng
hsk2;样子;yàngzi
hsk2;要求;yāoqiú
hsk2;药;yào
hsk2;药店;yào diàn
hsk2;药片;yào piàn
hsk2;药水;yào shuǐ
hsk2;也许;yěxǔ
hsk2;夜;yè
hsk2;夜里;yè lǐ
hsk2;一部分;yí bù fèn
hsk2;一定;yídìng
hsk2;一共;yígòng
hsk2;一会儿;yí huìr
hsk2;一路平安;yí lù píng ān
hsk2;一路顺风;yí lù shùn fēng
hsk2;已经;yǐjīng
hsk2;以后;yǐ hòu
hsk2;以前;yǐqián
hsk2;以上;yǐ shàng
hsk2;以外;yǐ wài
hsk2;以为;yǐwéi
hsk2;以下;yǐ xià
hsk2;椅子;yǐzi
hsk2;一般;yìbān
hsk2;一点点;yì diǎn diǎn
hsk2;一生;yì shēng
hsk2;一直;yìzhí
hsk2;亿;yì
hsk2;意见;yìjiàn
hsk2;意思;yìsi
hsk2;因为;yīn wèi
hsk2;阴;yīn
hsk2;阴天;yīn tiān
hsk2;音节;yīn jié
hsk2;音乐;yīnyuè
hsk2;音乐会;yīn yuè huì
hsk2;银行;yínháng
hsk2;银行卡;yín háng kǎ
hsk2;应该;yīnggāi
hsk2;英文;yīng wén
hsk2;英语;yīng yǔ
hsk2;影片;yǐng piàn
hsk2;影响;yǐngxiǎng
hsk2;永远;yǒngyuǎn
hsk2;油;yóu
hsk2;游客;yóu kè
hsk2;友好;yǒuhǎo
hsk2;有空儿;yǒu kòngr
hsk2;有人;yǒu rén
hsk2;有点儿;yǒu （ yì ） diǎnr
hsk2;有意思;yǒu yì si
hsk2;又;yòu
hsk2;鱼;yú
hsk2;语言;yǔyán
hsk2;原来;yuánlái
hsk2;原因;yuányīn
hsk2;院;yuàn
hsk2;院长;yuàn zhǎng
hsk2;院子;yuàn zi
hsk2;愿意;yuànyì
hsk2;月份;yuè fèn
hsk2;月亮;yuèliang
hsk2;越;yuè
hsk2;越来越;yuè lái yuè
hsk2;云;yún
hsk2;运动;yùndòng
hsk2;咱;zán
hsk2;咱们;zánmen
hsk2;脏;zāng
hsk2;早餐;zǎo cān
hsk2;早晨;zǎo chén
hsk2;早就;zǎo jiù
hsk2;怎么办;zěn me bàn
hsk2;怎么样;zěnmeyàng
hsk2;怎样;zěn yàng
hsk2;占;zhàn
hsk2;站;zhàn
hsk2;站住;zhàn zhù
hsk2;长;zhǎng
hsk2;长大;zhǎng dà
hsk2;找出;zhǎo chū
hsk2;照顾;zhàogù
hsk2;照片;zhàopiàn
hsk2;照相;zhào xiàng
hsk2;这么;zhè me
hsk2;这时候｜这时;zhè shí hou ｜ zhè shí
hsk2;这样;zhè yàng
hsk2;真正;zhēnzhèng
hsk2;正常;zhèngcháng
hsk2;正好;zhènghǎo
hsk2;正确;zhèngquè
hsk2;正是;zhèng shì
hsk2;直接;zhíjiē
hsk2;只;zhǐ
hsk2;只能;zhǐ néng
hsk2;只要;zhǐyào
hsk2;纸;zhǐ
hsk2;中餐;zhōng cān
hsk2;中级;zhōng jí
hsk2;中年;zhōng nián
hsk2;中小学;zhōng xiǎo xué
hsk2;中心;zhōngxīn
hsk2;中医;zhōng yī
hsk2;重点;zhòngdiǎn
hsk2;重视;zhòngshì
hsk2;周;zhōu
hsk2;周末;zhōumò
hsk2;周年;zhōunián
hsk2;主人;zhǔrén
hsk2;主要;zhǔyào
hsk2;住房;zhù fáng
hsk2;住院;zhù yuàn
hsk2;装;zhuāng
hsk2;准确;zhǔnquè
hsk2;自己;zìjǐ
hsk2;自行车;zìxíngchē
hsk2;自由;zìyóu
hsk2;字典;zì diǎn
hsk2;走过;zǒu guò
hsk2;走进;zǒu jìn
hsk2;走开;zǒu kāi
hsk2;租;zū
hsk2;组;zǔ
hsk2;组成;zǔchéng
hsk2;组长;zǔ zhǎng
hsk2;嘴;zuǐ
hsk2;最近;zuìjìn
hsk2;作家;zuòjiā
hsk2;作文;zuòwén
hsk2;作业;zuòyè
hsk2;作用;zuòyòng
hsk2;座;zuò
hsk2;座位;zuòwèi
hsk2;做到;zuò dào
hsk2;做法;zuò fǎ
hsk2;做饭;zuò fàn
hsk3;爱心;àixīn
hsk3;安排;ānpái
hsk3;安装;ānzhuāng
hsk3;按;àn
hsk3;按照;ànzhào
hsk3;把;bǎ
hsk3;把;bǎ
hsk3;把握;bǎwò
hsk3;白;bái
hsk3;白菜;bái cài
hsk3;班级;bān jí
hsk3;搬;bān
hsk3;搬家;bān jiā
hsk3;板;bǎn
hsk3;办理;bànlǐ
hsk3;保;bǎo
hsk3;保安;bǎo ān
hsk3;保持;bǎochí
hsk3;保存;bǎocún
hsk3;保护;bǎohù
hsk3;保留;bǎoliú
hsk3;保险;bǎoxiǎn
hsk3;保证;bǎozhèng
hsk3;报;bào
hsk3;报到;bàodào
hsk3;报道;bàodào
hsk3;报告;bàogào
hsk3;背;bèi
hsk3;北部;běi bù
hsk3;背;bèi
hsk3;背后;bèi hòu
hsk3;被;bèi
hsk3;被子;bèizi
hsk3;本来;běnlái
hsk3;本领;běnlǐng
hsk3;本事;běnshi
hsk3;比较;bǐjiào
hsk3;比例;bǐlì
hsk3;比赛;bǐsài
hsk3;必然;bìrán
hsk3;必要;bìyào
hsk3;变化;biànhuà
hsk3;变为;biàn wéi
hsk3;标题;biāotí
hsk3;标准;biāozhǔn
hsk3;表达;biǎodá
hsk3;表格;biǎogé
hsk3;表面;biǎomiàn
hsk3;表明;biǎomíng
hsk3;表现;biǎoxiàn
hsk3;表演;biǎoyǎn
hsk3;并;bìng
hsk3;并且;bìngqiě
hsk3;播出;bō chū
hsk3;播放;bōfàng
hsk3;不必;bú bì
hsk3;不断;búduàn
hsk3;不论;bú lùn
hsk3;补;bǔ
hsk3;补充;bǔchōng
hsk3;不安;bù’ān
hsk3;不得不;bùdébù
hsk3;不光;bù guāng
hsk3;不仅;bùjǐn
hsk3;布;bù
hsk3;步;bù
hsk3;部;bù
hsk3;部门;bùmén
hsk3;部长;bù zhǎng
hsk3;才能;cái néng
hsk3;采取;cǎiqǔ
hsk3;采用;cǎi yòng
hsk3;彩色;cǎi sè
hsk3;曾经;céngjīng
hsk3;产生;chǎnshēng
hsk3;长城;Chángchéng
hsk3;长处;cháng chù
hsk3;长期;cháng qī
hsk3;厂;chǎng
hsk3;场合;chǎnghé
hsk3;场所;chǎngsuǒ
hsk3;超级;chāojí
hsk3;朝;cháo
hsk3;吵;chǎo
hsk3;吵架;chǎojià
hsk3;衬衫;chènshān
hsk3;衬衣;chèn yī
hsk3;称为;chēng wéi
hsk3;成功;chénggōng
hsk3;成果;chéngguǒ
hsk3;成就;chéngjiù
hsk3;成立;chénglì
hsk3;成熟;chéngshú
hsk3;成员;chéngyuán
hsk3;成长;chéngzhǎng
hsk3;城;chéng
hsk3;城市;chéngshì
hsk3;程度;chéngdù
hsk3;持续;chíxù
hsk3;充满;chōngmǎn
hsk3;重;zhòng
hsk3;初;chū
hsk3;初;chū （chū yī）
hsk3;初步;chūbù
hsk3;初级;chūjí
hsk3;初中;chū zhōng
hsk3;除了;chúle
hsk3;处理;chǔlǐ
hsk3;传;chuán
hsk3;传播;chuánbō
hsk3;传来;chuán lái
hsk3;传说;chuánshuō
hsk3;创新;chuàngxīn
hsk3;创业;chuàngyè
hsk3;创造;chuàngzào
hsk3;创作;chuàngzuò
hsk3;从来;cónglái
hsk3;从前;cóngqián
hsk3;从事;cóngshì
hsk3;村;cūn
hsk3;存;cún
hsk3;存在;cúnzài
hsk3;错误;cuòwù
hsk3;达到;dádào
hsk3;打破;dǎ pò
hsk3;打听;dǎting
hsk3;大概;dàgài
hsk3;大使馆;dàshǐguǎn
hsk3;大约;dàyuē
hsk3;大夫;dàifu
hsk3;代;dài
hsk3;代表;dàibiǎo
hsk3;代表团;dài biǎo tuán
hsk3;带动;dài dòng
hsk3;带领;dàilǐng
hsk3;单元;dānyuán
hsk3;当初;dāngchū
hsk3;当地;dāngdì
hsk3;当然;dāngrán
hsk3;当中;dāng zhōng
hsk3;刀;dāo
hsk3;导演;dǎoyǎn
hsk3;到达;dàodá
hsk3;到底;dàodǐ
hsk3;得分;dé fēn
hsk3;等待;děngdài
hsk3;底下;dǐ xià
hsk3;地区;dìqū
hsk3;电视剧;diàn shì jù
hsk3;电视台;diàn shì tái
hsk3;电台;diàntái
hsk3;电子邮件;diànzǐyóujiàn
hsk3;调;diào
hsk3;调查;diàochá
hsk3;订;dìng
hsk3;定期;dìngqī
hsk3;东部;dōng bù
hsk3;动力;dònglì
hsk3;动人;dòng rén
hsk3;读者;dú zhě
hsk3;短处;duǎn chù
hsk3;短裤;duǎn kù
hsk3;短期;duǎn qī
hsk3;断;duàn
hsk3;队员;duì yuán
hsk3;对待;duìdài
hsk3;对方;duìfāng
hsk3;对手;duìshǒu
hsk3;对象;duìxiàng
hsk3;顿;dùn
hsk3;发表;fābiǎo
hsk3;发出;fā chū
hsk3;发达;fādá
hsk3;发动;fādòng
hsk3;发明;fāmíng
hsk3;发生;fāshēng
hsk3;发送;fā sòng
hsk3;发言;fāyán
hsk3;发展;fāzhǎn
hsk3;反对;fǎnduì
hsk3;反复;fǎnfù
hsk3;反应;fǎnyìng
hsk3;反正;fǎnzhèng
hsk3;范围;fànwéi
hsk3;方式;fāngshì
hsk3;防;fáng
hsk3;防止;fángzhǐ
hsk3;房东;fángdōng
hsk3;房屋;fáng wū
hsk3;房租;fáng zū
hsk3;访问;fǎngwèn
hsk3;放到;fàng dào
hsk3;飞行;fēi xíng
hsk3;费;fèi
hsk3;费用;fèi yòng
hsk3;分别;fēnbié
hsk3;分配;fēnpèi
hsk3;分组;fēn zǔ
hsk3;丰富;fēngfù
hsk3;风险;fēngxiǎn
hsk3;否定;fǒudìng
hsk3;否认;fǒurèn
hsk3;服装;fúzhuāng
hsk3;福;fú
hsk3;父母;fù mǔ
hsk3;父亲;fùqīn
hsk3;付;fù
hsk3;负责;fùzé
hsk3;复印;fùyìn
hsk3;复杂;fùzá
hsk3;富;fù
hsk3;改进;gǎijìn
hsk3;改造;gǎi zào
hsk3;概念;gàiniàn
hsk3;赶;gǎn
hsk3;赶到;gǎn dào
hsk3;赶紧;gǎnjǐn
hsk3;赶快;gǎnkuài
hsk3;敢;gǎn
hsk3;感冒;gǎnmào
hsk3;感情;gǎnqíng
hsk3;感受;gǎnshòu
hsk3;干吗;gàn má
hsk3;高速;gāo sù
hsk3;高速公路;gāosùgōnglù
hsk3;告别;gàobié
hsk3;歌迷;gē mí
hsk3;歌声;gē shēng
hsk3;歌手;gē shǒu
hsk3;个人;gèrén
hsk3;个性;gèxìng
hsk3;各;gè
hsk3;各地;gè dì
hsk3;各位;gè wèi
hsk3;各种;gè zhǒng
hsk3;各自;gèzì
hsk3;根本;gēnběn
hsk3;更加;gèng jiā
hsk3;工厂;gōngchǎng
hsk3;工程师;gōngchéngshī
hsk3;工夫;gōng fu
hsk3;工具;gōngjù
hsk3;工业;gōngyè
hsk3;工资;gōngzī
hsk3;公布;gōngbù
hsk3;公共;gōng gòng
hsk3;公开;gōngkāi
hsk3;公民;gōngmín
hsk3;公务员;gōng wù yuán
hsk3;功夫;gōngfu
hsk3;功课;gōng kè
hsk3;功能;gōngnéng
hsk3;共同;gòngtóng
hsk3;共有;gòng yǒu
hsk3;姑娘;gūniang
hsk3;古;gǔ
hsk3;古代;gǔdài
hsk3;故乡;gùxiāng
hsk3;挂;guà
hsk3;关系;guānxì
hsk3;关注;guān zhù
hsk3;观察;guānchá
hsk3;观看;guān kàn
hsk3;观念;guānniàn
hsk3;观众;guānzhòng
hsk3;管;guǎn
hsk3;管理;guǎnlǐ
hsk3;光;guāng
hsk3;光明;guāngmíng
hsk3;广播;guǎngbō
hsk3;广大;guǎngdà
hsk3;规定;guīdìng
hsk3;规范;guīfàn
hsk3;国内;guó nèi
hsk3;国庆;guó qìng
hsk3;果然;guǒrán
hsk3;果汁;guǒzhī
hsk3;过程;guòchéng
hsk3;过去;guò qù
hsk3;哈哈;hā hā
hsk3;海关;hǎiguān
hsk3;害怕;hàipà
hsk3;行;háng
hsk3;好好;hǎo hǎo
hsk3;好奇;hàoqí
hsk3;合;hé
hsk3;合法;héfǎ
hsk3;合格;hégé
hsk3;合理;hélǐ
hsk3;合作;hézuò
hsk3;和平;hépíng
hsk3;红茶;hóng chá
hsk3;红酒;hóng jiǔ
hsk3;后果;hòuguǒ
hsk3;后面;hòumiàn
hsk3;后年;hòu nián
hsk3;互联网;hùliánwǎng
hsk3;互相;hùxiāng
hsk3;划船;huá chuán
hsk3;华人;huá rén
hsk3;化;huà （xiàn dài huà）
hsk3;话剧;huà jù
hsk3;话题;huàtí
hsk3;欢乐;huānlè
hsk3;环;huán
hsk3;环保;huán bǎo
hsk3;环境;huánjìng
hsk3;会议;huìyì
hsk3;会员;huì yuán
hsk3;活;huó
hsk3;火;huǒ
hsk3;机器;jīqì
hsk3;积极;jījí
hsk3;基本;jīběn
hsk3;基本上;jī běn shàng
hsk3;基础;jīchǔ
hsk3;及时;jíshí
hsk3;…极了;… jí le
hsk3;集体;jítǐ
hsk3;集中;jízhōng
hsk3;计算;jìsuàn
hsk3;记录;jìlù
hsk3;记者;jìzhě
hsk3;纪录;jìlù
hsk3;纪念;jìniàn
hsk3;技术;jìshù
hsk3;继续;jìxù
hsk3;加工;jiāgōng
hsk3;加快;jiā kuài
hsk3;加强;jiā qiáng
hsk3;家具;jiājù
hsk3;家属;jiāshǔ
hsk3;家乡;jiāxiāng
hsk3;价格;jiàgé
hsk3;价钱;jià qián
hsk3;价值;jiàzhí
hsk3;架;jià
hsk3;坚持;jiānchí
hsk3;坚决;jiānjué
hsk3;坚强;jiānqiáng
hsk3;简单;jiǎndān
hsk3;简直;jiǎnzhí
hsk3;建;jiàn
hsk3;建成;jiàn chéng
hsk3;建立;jiànlì
hsk3;建设;jiànshè
hsk3;建议;jiànyì
hsk3;将近;jiāngjìn
hsk3;将来;jiānglái
hsk3;交费;jiāo fèi
hsk3;交警;jiāo jǐng
hsk3;交流;jiāoliú
hsk3;交往;jiāowǎng
hsk3;交易;jiāoyì
hsk3;叫;jiào
hsk3;较;jiào
hsk3;教材;jiàocái
hsk3;教练;jiàoliàn
hsk3;结实;jiēshi
hsk3;接待;jiēdài
hsk3;接近;jiējìn
hsk3;节约;jiéyuē
hsk3;结合;jiéhé
hsk3;结婚;jiéhūn
hsk3;结束;jiéshù
hsk3;解决;jiějué
hsk3;解开;jiě kāi
hsk3;金;jīn
hsk3;金牌;jīn pái
hsk3;仅;jǐn
hsk3;仅仅;jǐn jǐn
hsk3;尽量;jǐnliàng
hsk3;紧;jǐn
hsk3;紧急;jǐnjí
hsk3;紧张;jǐnzhāng
hsk3;进步;jìnbù
hsk3;进一步;jìn yí bù
hsk3;进展;jìnzhǎn
hsk3;近期;jìn qī
hsk3;京剧;jīngjù
hsk3;经济;jīngjì
hsk3;经历;jīnglì
hsk3;经验;jīngyàn
hsk3;经营;jīngyíng
hsk3;精彩;jīngcǎi
hsk3;精神;jīngshén
hsk3;精神;jīngshen
hsk3;景色;jǐngsè
hsk3;警察;jǐngchá
hsk3;静;jìng
hsk3;久;jiǔ
hsk3;旧;jiù
hsk3;救;jiù
hsk3;就是;jiù shì
hsk3;就业;jiùyè
hsk3;举办;jǔbàn
hsk3;具体;jùtǐ
hsk3;具有;jù yǒu
hsk3;剧场;jù chǎng
hsk3;据说;jùshuō
hsk3;决定;juédìng
hsk3;决赛;juésài
hsk3;决心;juéxīn
hsk3;绝对;juéduì
hsk3;咖啡;kāfēi
hsk3;开发;kāifā
hsk3;开放;kāifàng
hsk3;开始;kāishǐ
hsk3;开业;kāi yè
hsk3;开展;kāizhǎn
hsk3;看起来;kàn qǐ lái
hsk3;看上去;kàn shàng qù
hsk3;考验;kǎoyàn
hsk3;科技;kē jì
hsk3;可靠;kěkào
hsk3;可乐;kě lè
hsk3;克服;kèfú
hsk3;客观;kèguān
hsk3;课程;kèchéng
hsk3;空;kōng
hsk3;空调;kōngtiáo
hsk3;恐怕;kǒngpà
hsk3;空儿;kòngr
hsk3;裤子;kùzi
hsk3;快速;kuài sù
hsk3;困;kùn
hsk3;困难;kùnnán
hsk3;浪费;làngfèi
hsk3;老百姓;lǎobǎixìng
hsk3;老板;lǎobǎn
hsk3;老太太;lǎo tài tai
hsk3;老头儿;lǎo tóur
hsk3;乐;lè
hsk3;乐观;lèguān
hsk3;类;lèi
hsk3;类似;lèisì
hsk3;离婚;líhūn
hsk3;里面;lǐ miàn
hsk3;理发;lǐfà
hsk3;理解;lǐjiě
hsk3;理论;lǐlùn
hsk3;理由;lǐyóu
hsk3;力;lì
hsk3;力量;lìliàng
hsk3;立刻;lìkè
hsk3;利用;lìyòng
hsk3;连;lián
hsk3;连忙;liánmáng
hsk3;连续;liánxù
hsk3;连续剧;lián xù jù
hsk3;联合;liánhé
hsk3;联合国;lián hé guó
hsk3;联系;liánxì
hsk3;凉水;liáng shuǐ
hsk3;了;le
hsk3;领;lǐng
hsk3;领导;lǐngdǎo
hsk3;领先;lǐngxiān
hsk3;另外;lìngwài
hsk3;另一方面;lìng yì fāng miàn
hsk3;留学;liúxué
hsk3;龙;lóng
hsk3;录;lù
hsk3;录音;lùyīn
hsk3;路线;lù xiàn
hsk3;旅馆;lǚ guǎn
hsk3;旅行社;lǚ xíng shè
hsk3;绿茶;lǜ chá
hsk3;乱;luàn
hsk3;落后;luòhòu
hsk3;麻烦;máfan
hsk3;马;mǎ
hsk3;满足;mǎnzú
hsk3;慢慢;màn màn
hsk3;毛;máo
hsk3;毛病;máobìng
hsk3;没用;méi yòng
hsk3;媒体;méitǐ
hsk3;每;měi
hsk3;美;měi
hsk3;美好;měi hǎo
hsk3;美丽;měilì
hsk3;美食;měi shí
hsk3;美术;měishù
hsk3;美元;měi yuán
hsk3;迷;mí
hsk3;米;mǐ
hsk3;面对;miànduì
hsk3;面积;miànjī
hsk3;民间;mínjiān
hsk3;民族;mínzú
hsk3;明确;míngquè
hsk3;明显;míngxiǎn
hsk3;命运;mìngyùn
hsk3;某;mǒu
hsk3;母亲;mǔqīn
hsk3;木头;mùtou
hsk3;目标;mùbiāo
hsk3;目前;mùqián
hsk3;奶茶;nǎi chá
hsk3;男子;nán zǐ
hsk3;南部;nán bù
hsk3;难道;nándào
hsk3;难度;nán dù
hsk3;内;nèi
hsk3;内容;nèiróng
hsk3;内心;nèi xīn
hsk3;能不能;néng bù néng
hsk3;能力;nénglì
hsk3;年初;nián chū
hsk3;年代;niándài
hsk3;年底;nián dǐ
hsk3;年纪;niánjì
hsk3;念;niàn
hsk3;牛;niú
hsk3;农村;nóngcūn
hsk3;农民;nóngmín
hsk3;农业;nóngyè
hsk3;女子;nǚ zǐ
hsk3;暖和;nuǎnhuo
hsk3;怕;pà
hsk3;拍;pāi
hsk3;排;pái
hsk3;排名;pái míng
hsk3;牌子;pái zi
hsk3;派;pài
hsk3;判断;pànduàn
hsk3;胖;pàng
hsk3;跑步;pǎobù
hsk3;配;pèi
hsk3;配合;pèihé
hsk3;批评;pīpíng
hsk3;批准;pīzhǔn
hsk3;皮;pí
hsk3;皮包;pí bāo
hsk3;啤酒;píjiǔ
hsk3;票价;piào jià
hsk3;评价;píngjià
hsk3;苹果;píngguǒ
hsk3;破;pò
hsk3;破坏;pòhuài
hsk3;普遍;pǔbiàn
hsk3;普及;pǔjí
hsk3;期;qī
hsk3;齐;qí
hsk3;其次;qícì
hsk3;其实;qíshí
hsk3;奇怪;qíguài
hsk3;气候;qìhòu
hsk3;千万;qiānwàn
hsk3;前后;qián hòu
hsk3;前进;qián jìn
hsk3;前面;qiánmiàn
hsk3;前往;qián wǎng
hsk3;强;qiáng
hsk3;强大;qiáng dà
hsk3;强调;qiángdiào
hsk3;强烈;qiángliè
hsk3;桥;qiáo
hsk3;巧;qiǎo
hsk3;亲;qīn
hsk3;亲切;qīnqiè
hsk3;亲人;qīn rén
hsk3;亲自;qīnzì
hsk3;情感;qíng gǎn
hsk3;情况;qíngkuàng
hsk3;请教;qǐngjiào
hsk3;庆祝;qìngzhù
hsk3;球迷;qiúmí
hsk3;区;qū
hsk3;区别;qūbié
hsk3;取消;qǔxiāo
hsk3;去世;qùshì
hsk3;全场;quán chǎng
hsk3;全面;quánmiàn
hsk3;全球;quán qiú
hsk3;缺;quē
hsk3;缺点;quēdiǎn
hsk3;缺少;quēshǎo
hsk3;确保;quèbǎo
hsk3;确定;quèdìng
hsk3;确实;quèshí
hsk3;裙子;qúnzi
hsk3;群;qún
hsk3;热爱;rè’ài
hsk3;热烈;rèliè
hsk3;人才;réncái
hsk3;人工;réngōng
hsk3;人类;rénlèi
hsk3;人民;rén mín
hsk3;人民币;rénmínbì
hsk3;人群;rén qún
hsk3;人生;rénshēng
hsk3;人员;rényuán
hsk3;认出;rèn chū
hsk3;认得;rèn dé
hsk3;认可;rènkě
hsk3;任;rèn
hsk3;任;rèn
hsk3;任何;rènhé
hsk3;任务;rènwu
hsk3;仍;réng
hsk3;仍然;réngrán
hsk3;日常;rìcháng
hsk3;容易;róngyì
hsk3;如何;rúhé
hsk3;散步;sànbù
hsk3;沙发;shāfā
hsk3;沙子;shā zi
hsk3;伤;shāng
hsk3;伤心;shāngxīn
hsk3;商品;shāngpǐn
hsk3;商业;shāngyè
hsk3;上来;shàng lái
hsk3;上面;shàng miàn
hsk3;上去;shàng qù
hsk3;上升;shàng shēng
hsk3;上衣;shàng yī
hsk3;设备;shèbèi
hsk3;设计;shèjì
hsk3;设立;shèlì
hsk3;社会;shèhuì
hsk3;身份证;shēn fèn zhèng
hsk3;深;shēn
hsk3;深刻;shēnkè
hsk3;深入;shēn rù
hsk3;升;shēng
hsk3;生;shēng
hsk3;生产;shēngchǎn
hsk3;生存;shēngcún
hsk3;生动;shēngdòng
hsk3;生命;shēngmìng
hsk3;生意;shēngyi
hsk3;生长;shēngzhǎng
hsk3;声明;shēngmíng
hsk3;胜;shèng
hsk3;胜利;shènglì
hsk3;失去;shīqù
hsk3;石头;shítou
hsk3;石油;shíyóu
hsk3;时;shí
hsk3;时代;shídài
hsk3;时刻;shíkè
hsk3;实际上;shí jì shàng
hsk3;实力;shílì
hsk3;实行;shíxíng
hsk3;实验;shíyàn
hsk3;实验室;shí yàn shì
hsk3;食品;shí pǐn
hsk3;使;shǐ
hsk3;始终;shǐzhōng
hsk3;世纪;shìjì
hsk3;世界;shìjiè
hsk3;世界杯;shì jiè bēi
hsk3;市场;shìchǎng
hsk3;事故;shìgù
hsk3;事件;shìjiàn
hsk3;事实;shìshí
hsk3;事实上;shì shí shàng
hsk3;事业;shìyè
hsk3;试题;shì tí
hsk3;试验;shìyàn
hsk3;适合;shìhé
hsk3;适应;shìyìng
hsk3;适用;shì yòng
hsk3;室;shì
hsk3;收费;shōu fèi
hsk3;收看;shōu kàn
hsk3;收听;shōu tīng
hsk3;收音机;shōuyīnjī
hsk3;手续;shǒuxù
hsk3;手指;shǒuzhǐ
hsk3;首都;shǒudū
hsk3;首先;shǒuxiān
hsk3;受;shòu
hsk3;受伤;shòushāng
hsk3;书架;shūjià
hsk3;输;shū
hsk3;输入;shūrù
hsk3;熟人;shú rén
hsk3;属;shǔ
hsk3;属于;shǔyú
hsk3;束;shù
hsk3;数量;shùliàng
hsk3;双;shuāng
hsk3;双方;shuāngfāng
hsk3;思想;sīxiǎng
hsk3;死;sǐ
hsk3;速度;sùdù
hsk3;随;suí
hsk3;所;suǒ
hsk3;所长;suǒ zhǎng
hsk3;台;tái
hsk3;谈;tán
hsk3;谈话;tán huà
hsk3;谈判;tánpàn
hsk3;汤;tāng
hsk3;糖;táng
hsk3;特色;tèsè
hsk3;提前;tíqián
hsk3;提问;tíwèn
hsk3;题目;tímù
hsk3;体会;tǐhuì
hsk3;体现;tǐxiàn
hsk3;体验;tǐyàn
hsk3;天空;tiānkōng
hsk3;甜;tián
hsk3;调;tiáo
hsk3;调整;tiáozhěng
hsk3;跳;tiào
hsk3;跳高;tiào gāo
hsk3;跳舞;tiàowǔ
hsk3;跳远;tiào yuǎn
hsk3;铁;tiě
hsk3;铁路;tiě lù
hsk3;听力;tīng lì
hsk3;听众;tīng zhòng
hsk3;停止;tíng zhǐ
hsk3;通常;tōngcháng
hsk3;通信;tōng xìn
hsk3;同意;tóngyì
hsk3;痛;tòng
hsk3;痛苦;tòngkǔ
hsk3;头;tóu
hsk3;头脑;tóu nǎo
hsk3;突出;tūchū
hsk3;突然;tūrán
hsk3;图;tú
hsk3;图画;tú huà
